workclass,fnlwgt,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,native-country,income,age_bin,hours_bin
4,166461,1,13,2,12,0,4,1,0,0,39,0,4,1
0,61387,9,4,2,0,0,4,1,0,0,39,0,1,0
4,254746,8,2,4,1,1,4,0,0,0,39,0,0,1
0,28678,12,5,2,0,0,4,1,9386,0,39,1,4,0
0,180976,0,12,4,0,4,4,0,0,0,39,0,0,1
4,282642,11,15,2,6,0,4,1,0,2174,39,1,4,1
6,136413,5,10,2,5,0,4,1,0,0,39,0,3,2
4,131463,9,4,2,10,0,4,1,0,0,39,0,0,1
2,177240,14,6,4,10,1,4,1,10520,0,39,1,2,1
4,218490,12,5,2,4,0,4,1,0,0,8,1,2,2
0,260543,0,12,6,0,2,1,0,0,0,3,0,4,0
0,80680,11,15,4,0,1,4,0,0,0,39,0,0,1
4,20728,11,15,4,12,3,4,0,4101,0,39,0,0,1
1,117628,11,15,2,3,0,4,1,0,0,39,1,2,1
4,91939,11,15,4,1,1,2,0,0,1721,39,0,0,1
7,175931,11,15,2,11,0,4,1,0,0,39,0,1,1
4,309566,11,15,4,1,4,4,0,0,0,39,0,1,0
4,123703,11,15,0,14,1,4,1,0,0,39,0,3,1
0,369678,11,15,4,0,1,3,1,0,0,39,0,0,1
4,29928,15,1,2,12,5,4,0,0,0,39,0,3,1
4,167868,11,15,4,12,1,4,0,0,0,39,0,0,1
4,235894,1,13,2,4,0,4,1,0,0,39,0,0,2
4,189888,11,15,4,6,1,4,1,3325,0,39,0,0,2
4,111545,11,15,2,3,0,4,1,0,0,39,0,2,3
4,175972,15,1,2,8,5,4,0,0,0,39,0,2,0
2,254270,9,4,4,10,1,4,0,0,0,39,0,1,1
2,185057,12,5,4,10,1,4,0,0,0,39,0,2,1
4,157593,9,4,2,12,0,4,1,1455,0,39,0,4,0
4,101345,11,15,2,8,5,4,0,0,0,39,1,1,1
2,176751,9,4,2,10,0,4,1,0,1902,39,1,3,1
6,97723,8,2,4,3,1,4,1,0,0,39,0,1,1
4,127601,15,1,6,4,1,4,0,0,0,39,1,2,1
4,227597,15,1,2,3,0,4,1,0,0,39,0,2,1
0,143995,15,1,4,0,3,2,1,0,0,39,0,0,0
4,250051,15,1,4,10,3,4,0,0,0,39,0,0,0
4,284078,15,1,4,1,1,4,1,0,0,39,0,1,1
4,207668,15,1,2,6,0,4,1,0,1887,39,1,1,1
4,163787,15,1,4,12,3,4,0,0,0,39,0,0,0
4,119170,1,13,4,4,4,4,0,0,0,39,0,1,2
4,188612,15,1,4,1,3,4,0,0,0,27,0,0,1
4,114605,8,2,2,1,0,4,1,0,0,39,1,2,1
0,317761,9,4,4,0,1,4,1,0,0,39,0,1,1
4,164197,9,4,2,4,0,4,1,0,0,39,1,1,2
4,329266,11,15,2,3,0,4,1,0,0,39,1,3,2
2,207383,12,5,6,10,1,4,0,0,0,39,0,1,1
4,123598,15,1,2,12,0,4,1,0,0,39,1,2,2
4,259931,1,13,5,7,2,4,1,0,0,39,0,1,1
4,134737,9,4,2,10,0,4,1,99999,0,39,1,1,2
4,106900,8,2,4,13,1,4,1,0,0,39,0,2,1
4,87054,11,15,2,3,0,4,1,0,0,39,0,1,2
4,82622,15,1,2,8,0,4,1,0,0,39,1,2,1
4,181659,11,15,2,7,0,4,1,0,0,39,0,1,1
4,321205,9,4,4,4,1,4,1,4101,0,39,0,0,1
6,231348,15,1,2,8,0,4,1,0,0,39,1,2,1
4,276096,11,15,2,7,0,4,1,0,0,39,0,2,1
4,290560,15,1,2,4,0,4,1,0,0,39,0,2,2
4,307315,15,1,4,1,4,4,1,0,0,39,0,0,1
7,99156,10,7,2,10,0,4,1,0,0,39,1,2,2
4,237928,9,4,4,10,1,4,1,0,0,39,0,0,1
4,153501,11,15,4,14,1,0,1,0,0,39,0,2,1
0,149700,9,4,2,0,0,4,1,0,0,39,1,2,1
4,189680,9,4,2,12,0,4,1,0,1977,39,1,2,1
4,374524,14,6,2,10,0,4,1,0,0,39,1,1,3
6,127805,5,10,2,14,0,4,1,0,0,39,1,3,1
4,150217,9,4,2,8,5,4,0,0,0,31,0,1,1
4,295649,11,15,5,8,4,4,0,0,0,3,0,1,1
4,197182,7,3,4,10,1,4,0,0,0,39,0,0,1
4,241998,9,4,2,13,0,4,1,0,0,39,1,2,2
1,156410,11,15,2,1,0,2,1,0,0,39,1,2,2
4,473836,5,10,6,5,2,4,0,0,0,13,0,3,2
4,198431,11,15,4,6,1,4,0,0,0,39,0,0,1
4,113936,11,15,4,6,3,4,1,0,0,39,0,0,1
4,318915,11,15,4,8,4,4,0,0,0,39,0,0,1
6,175406,12,5,2,4,5,4,0,0,0,39,1,1,1
0,193172,8,2,2,0,3,4,0,7688,0,39,1,1,2
1,320294,11,15,4,10,1,4,1,0,0,39,0,0,1
7,400285,11,15,2,1,0,2,1,0,0,39,1,3,1
0,283731,9,4,4,0,3,4,1,0,0,39,0,0,1
2,227154,9,4,2,3,0,1,1,0,0,30,0,2,1
4,298659,11,15,2,12,0,4,1,0,0,26,0,2,0
4,212120,9,4,2,4,0,4,1,0,0,39,1,2,2
4,320510,9,4,2,4,0,4,1,0,1902,39,1,2,1
4,175800,11,15,4,10,4,4,0,0,0,39,0,0,2
4,170169,11,15,5,1,1,4,0,0,0,39,0,3,1
4,344157,1,13,0,6,1,4,1,0,0,39,0,2,1
4,199441,11,15,4,10,1,4,0,0,0,39,0,0,1
4,225456,11,15,4,13,2,4,1,0,0,39,0,2,2
4,61178,1,13,2,3,0,4,1,0,0,39,0,2,1
2,175262,7,3,2,11,0,4,1,0,2002,9,0,1,1
4,152568,11,15,6,12,4,0,0,0,0,39,0,2,1
4,182108,12,5,4,10,1,4,0,27828,0,39,1,2,1
4,273771,9,4,2,12,0,4,1,99999,0,39,1,2,1
4,208291,11,15,2,12,0,4,1,0,0,39,0,1,2
4,224358,0,12,4,8,4,2,0,0,0,39,0,1,1
4,55176,5,10,2,3,0,4,1,0,0,39,0,1,1
7,152711,9,4,2,4,0,4,1,0,0,39,1,3,1
4,68684,11,15,2,14,0,4,1,0,0,39,0,3,1
4,185452,9,4,4,13,1,4,0,0,0,39,0,0,2
1,175232,15,1,2,6,0,4,1,0,1977,39,1,2,2
4,173851,15,1,4,3,1,4,1,0,0,39,0,0,1
4,162327,9,4,2,1,0,4,1,0,1902,0,1,2,2
2,51424,11,15,0,1,4,4,0,0,0,39,0,2,1
4,123416,2,14,5,10,3,4,0,1055,0,39,0,0,1
4,262656,11,15,4,1,3,4,0,0,0,39,0,1,1
4,233194,11,15,2,12,0,2,1,0,0,39,1,2,1
4,290660,9,4,2,3,0,4,1,7688,0,39,1,2,2
4,151105,15,1,4,12,2,4,0,0,0,39,0,0,0
4,179117,7,3,4,7,1,2,0,10520,0,39,1,2,2
0,33608,15,1,2,0,0,4,1,9386,0,39,1,4,1
4,317434,11,15,2,3,0,4,1,0,0,39,0,2,1
7,126569,11,15,2,3,0,4,1,7298,0,39,1,1,1
2,745768,15,1,0,4,4,2,0,0,0,39,0,2,2
4,69927,11,15,2,8,5,2,0,0,0,39,0,0,0
4,302603,11,15,4,14,3,4,1,0,0,39,0,1,2
4,46788,9,4,0,3,4,4,1,0,0,39,0,3,1
4,289886,4,9,2,8,0,3,1,0,1579,27,0,2,1
4,179135,11,15,0,1,1,4,0,0,0,39,0,2,1
1,175873,15,1,2,1,0,4,1,0,0,39,1,3,1
4,57426,9,4,4,12,1,4,1,0,0,39,0,1,2
4,312206,11,15,2,7,0,4,1,0,0,39,0,2,1
8,344858,11,15,4,5,3,4,1,0,0,39,0,0,0
7,177035,1,13,0,8,4,4,0,0,0,39,0,1,1
4,88055,0,12,2,14,0,4,1,0,0,39,0,3,1
6,111095,11,15,2,4,0,4,1,0,0,39,0,1,2
4,192251,0,12,0,8,1,4,0,0,0,39,0,2,2
4,29807,11,15,5,6,4,4,0,0,0,24,0,1,1
1,211596,12,5,4,10,1,4,1,0,0,39,0,1,1
4,268276,2,14,4,8,3,4,1,0,0,39,0,0,0
6,181070,11,15,2,12,0,4,1,0,0,9,1,3,1
2,20676,11,15,2,4,0,0,1,0,0,39,0,3,2
4,115803,1,13,0,14,1,4,1,0,0,39,0,1,1
2,124827,15,1,2,4,0,4,1,0,0,39,1,1,1
4,95336,11,15,2,13,0,4,1,0,0,39,1,2,2
4,257942,11,15,2,12,0,4,1,0,0,39,0,2,1
4,72593,11,15,4,8,3,4,1,0,0,39,0,0,1
4,147340,15,1,4,12,3,4,0,0,0,39,0,1,1
4,185325,9,4,2,10,0,4,1,0,0,39,1,1,2
6,357943,9,4,2,4,0,4,1,0,0,39,1,3,1
4,215395,15,1,4,8,1,4,1,0,1602,39,0,0,0
2,30682,12,5,2,10,0,4,1,0,0,39,0,2,2
1,29591,9,4,4,10,1,3,0,0,0,39,0,0,1
4,215392,9,4,0,13,1,4,0,0,0,39,0,2,1
4,110554,11,15,2,7,5,4,0,4386,0,39,1,1,1
6,133584,15,1,2,3,0,4,1,0,0,8,0,2,1
4,210438,5,10,0,12,4,4,0,0,0,39,0,2,1
4,256916,11,15,2,4,0,4,1,0,0,39,0,3,1
4,73541,0,12,0,3,1,4,1,0,0,39,0,2,1
4,109952,15,1,2,3,0,4,1,0,0,39,0,0,2
4,197975,4,9,2,12,0,4,1,0,0,39,0,3,2
4,401723,11,15,4,1,1,2,0,0,0,39,0,1,1
4,179524,9,4,5,8,1,4,0,0,0,39,0,2,2
7,296282,11,15,2,3,0,4,1,0,0,39,0,1,1
4,145844,7,3,4,4,1,4,0,0,0,39,0,0,2
4,191965,1,13,2,8,5,4,0,3908,0,39,0,3,1
4,96792,11,15,6,8,4,4,0,0,0,39,0,3,1
4,185041,5,10,2,14,0,4,1,0,1672,39,0,2,2
0,233779,15,1,4,0,3,4,1,0,0,39,0,0,2
4,347834,11,15,0,1,1,4,0,0,0,39,0,2,1
4,215373,9,4,4,4,1,4,1,0,0,39,0,2,3
6,169426,7,3,2,3,0,4,1,0,0,39,0,1,1
4,202856,15,1,0,1,1,4,0,0,0,39,0,2,1
4,50276,9,4,4,4,1,4,1,0,0,39,0,1,1
6,187454,9,4,2,10,0,4,1,0,0,39,0,2,1
4,126098,11,15,5,3,4,2,0,0,0,39,0,2,1
4,250639,15,1,4,8,3,4,1,0,0,39,0,0,1
5,195366,9,4,2,10,0,4,1,0,0,39,0,3,1
6,186845,9,4,2,5,0,4,1,0,0,39,0,3,0
1,119156,11,15,4,1,2,4,1,0,0,39,0,0,0
4,162343,11,15,4,8,1,4,1,0,0,33,0,1,1
4,108435,12,5,2,4,0,4,1,0,1902,12,1,3,2
6,394927,15,1,4,3,1,4,1,0,0,39,0,1,2
4,172281,9,4,5,12,1,4,1,0,0,39,0,3,1
4,370767,11,15,2,10,0,4,1,0,2377,39,0,2,2
4,352005,9,4,2,12,0,4,1,15024,0,39,1,2,2
4,165681,15,1,2,4,0,4,1,0,0,39,0,3,1
4,258819,11,15,0,3,1,4,1,0,0,39,1,2,1
4,130793,15,1,0,8,1,4,1,0,0,39,0,0,1
4,118909,7,3,4,1,4,2,0,0,0,23,0,2,1
4,202466,15,1,2,4,5,4,0,0,0,39,0,2,2
4,161558,0,12,3,14,1,2,1,0,0,39,0,2,2
4,188246,11,15,0,3,3,4,1,0,0,39,0,1,1
4,160120,12,5,4,10,4,1,1,0,0,35,0,2,1
4,144594,11,15,2,1,0,4,1,2829,0,39,0,2,1
6,123429,11,15,2,12,0,4,1,0,0,39,0,1,2
5,340110,15,1,2,12,0,4,1,0,0,39,1,1,2
4,523067,15,1,4,10,3,4,1,0,0,8,0,1,0
6,113513,9,4,2,5,0,4,1,0,0,39,0,2,2
0,186809,9,4,2,0,0,4,1,0,0,39,1,3,1
6,320421,9,4,3,10,1,4,1,0,0,39,0,2,1
2,295589,15,1,4,1,3,2,1,0,0,39,0,1,1
4,370548,8,2,4,3,1,4,1,0,0,39,0,0,1
4,120572,15,1,4,8,1,4,0,0,0,39,0,0,0
4,110977,10,7,4,4,1,4,1,0,0,39,1,3,1
4,55860,15,1,4,1,1,2,0,0,0,39,0,1,1
4,158800,9,4,2,4,0,4,1,0,0,39,1,1,2
4,131568,6,11,4,7,1,4,1,0,0,39,0,1,1
4,173613,11,15,0,12,4,4,0,0,0,39,0,2,1
4,216867,5,10,2,7,0,4,1,0,0,26,0,0,1
4,104089,8,2,4,3,3,4,1,0,0,39,0,2,1
4,208106,11,15,2,12,0,4,1,0,0,7,0,1,1
7,340269,15,1,4,11,1,4,1,0,0,39,0,1,1
4,236246,7,3,2,4,0,4,1,0,0,39,0,1,1
4,213408,15,1,0,12,4,4,0,0,0,5,0,2,1
0,84232,11,15,4,0,1,4,0,0,0,39,0,2,0
4,302945,15,1,4,1,3,4,1,0,0,37,0,0,0
0,28197,11,15,2,0,0,4,1,0,0,39,1,4,2
4,262749,15,1,4,8,3,4,1,0,0,39,0,0,1
1,198265,9,4,2,11,0,4,1,0,0,39,0,1,2
4,170871,12,5,2,4,0,4,1,0,0,39,1,2,2
4,177761,15,1,2,5,0,3,1,0,0,39,0,1,2
4,175689,15,1,2,1,5,4,0,0,0,5,1,3,0
4,205100,9,4,2,4,0,4,1,15024,0,39,1,2,2
4,77759,15,1,4,12,3,4,0,0,0,39,0,0,0
7,77905,8,2,0,10,4,4,0,0,0,39,0,3,1
0,193575,1,13,4,0,4,4,1,0,0,39,0,3,1
7,116520,10,7,2,10,0,4,1,0,0,39,1,2,1
0,85154,2,14,4,0,3,1,0,0,0,11,0,0,1
4,180532,12,5,3,10,1,4,1,0,0,39,0,2,1
4,508891,11,15,0,7,3,2,1,0,0,39,0,3,1
4,211345,15,1,4,6,3,4,0,0,0,39,0,0,0
6,170877,11,15,2,12,0,4,1,0,0,39,0,4,2
0,97318,11,15,4,0,3,4,0,0,0,39,0,0,1
4,184105,11,15,2,6,0,4,1,0,0,39,0,2,2
4,150941,11,15,0,7,4,2,0,0,0,39,0,2,2
4,303942,11,15,2,7,0,4,1,0,0,39,0,1,1
2,273929,11,15,4,5,3,4,1,0,0,39,0,1,1
4,197077,11,15,2,8,0,4,1,0,0,39,0,2,1
4,162825,11,15,2,7,0,4,1,0,0,39,1,3,1
4,159869,11,15,0,4,1,4,1,0,0,39,0,2,2
4,158343,15,1,4,13,3,4,0,0,0,0,0,0,1
0,406920,0,12,4,0,3,4,1,0,0,39,0,0,1
4,227986,11,15,4,7,4,4,0,0,0,39,0,0,1
4,137527,9,4,4,1,1,4,0,0,0,39,0,2,2
4,180150,2,14,0,6,1,4,1,0,0,39,0,2,1
4,239539,11,15,4,7,3,1,1,0,0,30,0,0,1
4,281792,9,4,2,10,0,4,1,0,0,39,1,3,1
4,224799,9,4,2,10,0,4,1,0,0,39,0,2,2
4,292639,15,1,2,4,5,4,0,10566,0,39,0,3,1
4,22313,1,13,2,3,0,4,1,0,0,39,0,4,0
4,194636,11,15,2,12,0,4,1,0,0,39,0,2,1
4,156089,15,1,6,1,4,4,0,0,0,39,0,3,1
4,193720,15,1,2,4,0,4,1,0,1977,39,1,3,1
4,218667,11,15,2,6,0,4,1,0,0,39,0,0,1
4,358837,15,1,4,13,4,2,0,0,0,39,0,2,1
4,174685,11,15,4,8,3,4,1,0,0,39,0,0,1
4,168854,11,15,2,8,0,4,1,0,0,39,0,1,2
4,133696,9,4,4,12,4,4,1,0,0,39,0,1,3
1,350680,7,3,4,4,3,4,0,0,0,31,0,0,1
4,115215,11,15,4,8,3,4,1,0,0,39,0,0,1
6,152958,11,15,2,4,0,4,1,0,0,39,1,2,1
4,217200,11,15,2,3,0,4,1,0,0,39,0,1,1
4,235124,15,1,2,11,0,4,1,0,0,6,0,1,2
2,144949,11,15,0,3,4,4,1,0,0,39,0,1,1
4,135470,4,9,2,3,0,4,1,0,0,26,0,3,1
4,281209,15,1,2,14,0,4,1,0,0,39,0,2,2
4,155489,12,5,2,4,0,4,1,0,0,39,1,2,2
4,290306,11,15,2,3,0,4,1,0,0,39,1,2,1
4,182042,1,13,4,8,3,4,0,0,0,39,0,0,0
4,210008,11,15,4,12,3,4,0,0,0,39,0,1,1
4,234938,11,15,2,12,0,4,1,4064,0,39,0,3,2
4,315423,15,1,2,12,0,4,1,0,2042,39,0,2,2
6,30244,11,15,4,5,3,4,1,0,0,39,0,1,3
2,30008,9,4,2,10,0,4,1,0,0,39,1,2,2
6,201328,5,10,2,5,0,4,1,0,0,39,0,2,2
7,96468,12,5,4,10,3,4,0,0,0,39,0,2,1
4,486332,11,15,0,8,1,4,1,0,0,26,0,0,1
4,46162,11,15,4,5,3,4,1,0,0,39,0,0,1
2,98350,15,1,2,8,0,1,1,0,0,30,0,3,2
2,175958,6,11,4,8,3,4,1,0,0,39,0,2,1
4,119309,15,1,4,13,3,4,1,0,1602,39,0,0,0
4,175935,11,15,0,14,1,4,1,0,1980,39,0,2,2
4,204527,11,15,2,3,0,4,1,0,0,39,0,2,2
0,57827,15,1,4,0,3,4,1,0,0,39,0,0,1
4,418176,11,15,4,4,1,2,1,0,0,39,0,0,1
4,262744,15,1,4,1,3,4,1,0,0,39,0,0,1
4,177287,15,1,4,6,3,4,0,0,0,39,0,0,1
4,255004,7,3,0,12,1,4,1,0,0,39,0,1,2
4,183735,15,1,2,4,0,4,1,0,0,39,0,3,1
6,318644,14,6,4,10,3,4,1,0,0,39,0,1,0
1,132125,9,4,2,4,0,4,1,0,0,39,1,2,2
4,206051,11,15,2,3,0,4,1,0,0,39,0,1,1
5,99185,10,7,2,10,0,4,1,0,0,0,1,3,2
4,225750,9,4,0,10,4,4,0,0,0,39,0,1,1
4,245777,11,15,0,12,1,4,1,0,0,39,0,1,1
4,169092,11,15,0,12,1,4,0,0,0,39,0,2,2
4,211035,9,4,2,1,5,4,0,0,0,39,1,3,1
4,285432,11,15,4,4,3,4,1,0,0,39,0,0,1
2,154779,15,1,0,1,1,2,0,0,0,39,0,2,1
4,37237,9,4,2,10,0,4,1,0,0,39,1,3,1
4,417419,5,10,0,7,3,4,1,0,0,39,0,3,1
5,33975,11,15,2,3,0,4,1,0,0,39,0,2,2
4,42485,11,15,0,3,4,4,1,0,0,39,0,1,1
4,170017,9,4,2,10,0,4,1,0,0,39,0,1,1
4,152683,11,15,2,14,0,4,1,3908,0,39,0,1,1
4,41721,15,1,4,8,3,4,1,0,0,39,0,0,2
4,66634,5,10,2,3,0,4,1,0,0,39,0,3,1
5,257216,12,5,6,12,1,4,0,0,0,39,0,3,1
4,167882,11,15,0,13,1,4,0,0,0,39,0,2,2
4,179428,15,1,2,14,0,4,1,0,0,39,0,2,2
4,57512,11,15,4,14,1,4,1,0,0,39,0,1,1
4,301614,11,15,2,3,0,4,1,0,0,39,0,2,1
4,193820,9,4,4,12,1,4,0,0,1876,39,0,0,1
4,222247,0,12,2,14,0,4,1,0,1887,39,1,3,1
5,189092,9,4,2,4,0,4,1,0,0,39,0,2,2
4,217509,11,15,6,9,1,1,0,0,0,37,0,2,2
4,308691,12,5,2,7,0,4,1,0,0,39,0,1,2
4,169672,11,15,2,4,0,4,1,0,0,39,0,2,1
4,120914,1,13,2,3,0,4,1,0,0,39,0,2,1
4,370156,11,15,0,1,4,4,0,0,0,39,0,2,1
4,398220,4,9,4,3,2,4,1,0,0,26,0,1,1
6,208277,11,15,2,7,5,4,0,0,0,39,0,2,2
4,337456,11,15,0,11,4,4,0,0,0,39,0,2,1
4,172666,15,1,2,3,0,4,1,0,0,39,1,3,1
6,32280,11,15,4,5,1,4,1,0,0,39,0,1,2
4,194901,11,15,2,3,0,4,1,0,0,39,0,1,2
0,57329,15,1,4,0,3,4,0,0,0,24,0,0,1
4,173730,9,4,2,4,0,4,1,7688,0,39,1,1,1
2,153312,12,5,2,10,0,2,1,0,0,39,1,2,0
4,274797,11,15,4,6,3,4,1,0,0,39,0,0,1
4,359249,8,2,4,11,3,2,1,0,0,39,0,1,1
4,152744,15,1,4,8,1,1,0,0,0,30,0,0,1
4,188041,11,15,0,6,1,2,1,0,0,39,0,3,1
4,97723,15,1,4,3,1,4,1,0,0,39,0,1,1
7,354529,15,1,4,1,1,4,0,0,0,39,0,2,1
4,249727,15,1,4,1,3,4,1,0,0,39,0,0,1
4,189590,15,1,4,1,1,4,1,0,0,39,0,1,1
7,298871,15,1,2,1,0,1,1,0,0,40,0,0,1
6,205296,15,1,2,12,5,4,0,0,0,39,0,3,2
4,303637,11,15,2,4,0,4,1,0,0,39,1,2,2
4,242861,11,15,2,14,0,4,1,0,0,39,0,2,1
4,37599,15,1,4,8,1,4,1,0,0,39,0,1,1
7,199381,12,5,2,10,5,4,0,15024,0,39,1,2,1
6,56328,9,4,2,10,5,4,0,0,0,39,1,1,0
4,256211,15,1,4,7,2,1,1,0,0,40,0,0,1
2,163685,11,15,6,4,1,4,0,0,0,39,0,4,1
4,266084,15,1,0,3,2,4,1,0,0,39,0,2,2
4,161111,9,4,4,12,1,4,0,0,0,39,0,2,1
4,199031,15,1,0,14,3,4,1,0,1380,39,0,2,1
4,166634,15,1,0,4,4,4,0,0,0,11,0,2,1
6,204085,15,1,2,12,0,4,1,0,0,39,0,3,1
0,369527,15,1,4,0,3,4,0,0,0,39,0,0,1
4,464945,11,15,4,14,1,4,1,0,0,39,0,2,2
2,174684,11,15,0,3,4,2,1,0,0,39,0,2,1
2,166295,9,4,2,1,0,4,1,0,0,39,0,1,2
4,220511,15,1,2,3,0,4,1,0,0,39,0,2,1
4,246936,1,13,2,8,0,4,1,0,0,39,0,3,1
4,104509,15,1,0,1,4,4,0,0,0,39,0,1,1
0,266337,11,15,2,0,0,4,1,0,0,39,0,2,1
4,252168,11,15,2,14,0,2,1,0,0,39,0,1,1
4,92093,9,4,2,4,0,4,1,0,0,39,0,0,0
4,88055,9,4,2,7,0,4,1,0,0,39,0,3,1
4,129591,15,1,2,3,0,4,1,0,0,39,0,2,1
4,142719,11,15,3,5,1,4,1,0,0,39,0,2,3
0,264924,15,1,4,0,3,4,0,0,0,39,0,0,1
4,128796,9,4,2,4,0,4,1,0,0,39,1,2,2
4,115336,11,15,0,8,4,4,0,0,0,39,0,2,3
4,190333,15,1,2,1,0,4,1,0,0,39,1,3,1
6,179444,5,10,2,4,0,4,1,0,0,39,0,3,0
4,218676,15,1,2,7,0,4,1,0,0,39,0,2,2
2,148194,1,13,4,1,3,4,0,0,0,39,0,0,0
4,184833,11,15,4,8,1,4,0,0,0,39,0,1,1
6,280639,11,15,6,8,2,4,0,2329,0,39,0,4,0
4,217769,15,1,4,8,3,4,0,0,0,39,0,0,0
0,180553,11,15,2,0,5,4,0,0,0,39,1,1,1
4,56009,15,1,2,12,0,4,1,0,0,39,0,3,1
4,255334,9,4,2,10,0,4,1,0,0,39,1,1,1
5,328216,9,4,2,12,0,4,1,0,1902,0,1,2,2
4,349154,0,12,5,5,4,4,0,0,0,13,0,1,1
2,24763,15,1,0,14,4,4,1,6849,0,39,0,2,1
7,41834,11,15,2,14,0,4,1,0,0,39,1,2,1
4,113466,11,15,4,12,1,4,1,0,0,39,0,0,1
4,130856,15,1,2,3,0,4,1,0,0,39,0,1,2
6,268797,11,15,2,8,5,2,0,0,0,39,0,3,0
4,202117,1,13,0,8,1,4,0,0,0,39,0,2,1
4,280146,15,1,4,6,3,4,1,0,0,39,0,0,0
4,70377,15,1,4,7,1,4,0,0,0,39,0,1,1
4,236696,15,1,4,8,1,4,1,0,0,39,0,0,1
2,222572,12,5,4,10,4,4,0,0,0,39,0,2,2
5,110702,15,1,0,4,4,4,0,2036,0,39,0,2,2
4,96129,11,15,2,12,0,4,1,0,0,39,1,2,3
2,200492,9,4,4,10,3,4,0,0,0,39,0,1,1
4,193820,12,5,4,10,3,4,0,0,0,39,0,0,1
4,454508,1,13,4,3,1,4,1,0,2001,39,0,1,1
4,220789,9,4,0,14,1,4,1,0,0,39,0,3,2
4,101345,11,15,2,4,5,4,0,0,0,2,1,1,2
4,140559,11,15,6,8,4,4,0,0,0,39,0,2,1
5,64885,12,5,2,12,0,4,1,0,0,39,1,2,3
4,402361,11,15,2,3,0,4,1,0,0,39,0,1,1
4,143582,11,15,5,8,4,1,0,0,0,3,0,1,2
4,185385,7,3,2,12,0,4,1,0,0,39,0,2,2
4,112706,8,2,4,13,3,4,1,0,0,39,0,0,1
4,130364,11,15,4,3,4,4,1,0,0,39,0,2,1
2,147428,12,5,2,10,0,4,1,0,0,39,1,3,1
4,205895,15,1,4,12,3,4,0,0,0,39,0,0,0
0,273569,11,15,6,0,4,4,1,0,0,39,0,3,1
4,153160,15,1,2,1,5,4,0,0,0,39,0,2,1
6,167918,12,5,2,12,0,1,1,0,0,19,0,2,2
4,195661,15,1,2,14,0,4,1,0,0,39,0,2,2
7,146243,15,1,5,8,1,4,0,0,0,39,0,1,1
0,105428,15,1,2,0,0,4,1,0,0,39,0,3,0
4,149943,11,15,4,8,2,1,1,0,0,0,0,1,2
2,246197,11,15,2,3,0,4,1,0,0,39,0,3,1
2,192563,15,1,0,4,1,4,0,0,0,39,0,3,1
4,244115,11,15,4,8,3,2,1,0,0,39,0,0,1
2,98587,15,1,0,10,3,4,0,0,0,39,0,2,2
4,145886,15,1,0,8,4,4,0,0,0,39,0,2,1
4,244315,11,15,0,3,2,3,1,0,0,39,0,1,1
4,192779,15,1,0,3,1,4,1,0,0,39,0,2,1
4,209464,11,15,5,8,4,4,0,0,0,39,0,2,1
4,25141,15,1,2,14,0,4,1,0,0,39,0,3,2
4,405793,7,3,2,13,0,4,1,0,0,39,1,1,2
1,53498,11,15,0,8,4,2,0,0,0,39,0,2,1
0,476653,9,4,2,0,0,4,1,0,0,39,0,4,0
6,162312,11,15,2,3,0,1,1,0,0,35,0,2,3
4,277022,11,15,4,6,4,4,0,3887,0,27,0,2,1
7,109762,12,5,4,10,1,4,1,0,0,39,0,2,1
4,123031,11,15,2,1,0,1,1,0,0,38,0,2,2
1,119890,8,2,5,13,1,3,0,0,0,39,0,2,1
6,409230,15,1,4,1,3,4,1,0,0,39,0,0,1
4,223308,12,5,5,12,4,4,0,0,0,39,0,2,2
0,129150,0,12,5,0,3,4,1,0,0,39,0,2,1
6,119199,15,1,2,1,5,4,0,0,0,39,1,2,1
4,46221,10,7,3,8,1,4,1,27828,0,0,1,2,2
2,351161,15,1,0,3,1,4,1,0,0,39,0,2,1
4,174533,9,4,4,4,1,4,0,0,0,39,1,3,2
4,324386,9,4,4,10,3,4,1,0,0,39,0,1,1
4,126568,9,4,2,8,0,4,1,0,0,39,0,0,1
4,275703,15,1,2,12,0,4,1,0,0,39,0,1,1
6,219611,9,4,4,12,1,2,0,2174,0,39,0,2,2
4,200471,1,13,4,8,1,4,1,0,0,39,0,2,2
4,155261,11,15,2,4,0,4,1,0,0,39,1,3,1
7,74040,5,10,0,8,1,1,0,0,0,39,0,4,1
4,226296,1,13,2,6,0,4,1,0,0,39,0,1,1
4,211968,9,4,4,1,3,4,0,0,0,39,0,0,1
2,126446,15,1,4,8,4,4,0,0,0,39,0,2,1
4,262885,1,13,4,8,4,2,0,0,0,39,0,0,1
4,188069,6,11,2,14,0,4,1,0,0,39,0,2,1
4,113546,1,13,4,3,1,4,1,0,0,39,0,0,2
4,227070,0,12,2,7,5,4,0,0,0,39,0,0,1
4,136997,11,15,0,1,4,4,0,0,0,39,0,1,1
0,119006,11,15,6,0,3,4,0,0,0,39,0,1,1
4,212407,11,15,4,7,2,4,1,0,0,39,0,0,1
4,197810,12,5,0,8,4,4,0,0,0,39,0,2,1
1,35309,9,4,4,13,1,1,1,0,0,0,0,1,1
4,141802,15,1,0,1,4,2,0,0,0,39,0,2,1
0,184513,9,4,2,0,0,4,1,0,0,39,1,2,3
6,124187,7,3,4,8,1,2,1,0,0,39,0,1,1
